auct_id	item_leaf_category_name	listing_title	listing_subtitle	listing_start_date	listing_end_date	listing_durtn_days	listing_type_code	feedback_score_at_listing_time	start_price	buy_it_now_price	buy_it_now_listed_flag	bold_fee_flag	featured_fee_flag	category_featured_fee_flag	gallery_fee_flag	gallery_featured_fee_flag	ipix_featured_fee_flag	reserve_fee_flag	highlight_fee_flag	schedule_fee_flag	border_fee_flag	qty_available_per_listing	category_avg_gms
08563	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	NUR 1 TAG !! Apple iPod Mini 4GB silber !! NUR 1 TAG	Geliefert sofort in OVP mit Rechnung.	02/21/2006	02/22/2006	1	1	506	1.00	170.00	Y	N	N	N	N	N	Y	N	N	N	N	1	167.977
08564	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	NUR 1 TAG !! Apple iPod Mini 4GB blau !! NUR 1 TAG	Geliefert sofort in OVP mit Rechnung.	02/21/2006	02/22/2006	1	1	506	1.00	170.00	Y	N	N	N	N	N	N	N	N	N	N	1	161.512
08565	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	IPOD NANO 2GB Schwarz neu		02/21/2006	02/28/2006	7	1	30	169.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	166.481
08566	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	IPOD Nano 2GB ****TOP****		02/21/2006	02/28/2006	7	1	81	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08574	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod Nano 2GB **schwarz** NEU/OVP/Rechnung		02/22/2006	03/01/2006	7	1	2938	173.99	195.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08575	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod nano 4GB **weiss** NEU/OVP/Rechnung		02/22/2006	02/25/2006	3	1	2938	227.99	245.00	Y	N	N	N	Y	N	N	N	N	N	N	1	197.862
08577	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	apple ipod nano 2GB NEU & OVP		02/22/2006	02/25/2006	3	1	21	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	166.481
08578	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	I pot Nano4gb		02/22/2006	02/27/2006	5	9	56	200.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08580	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod nano 2GB		02/22/2006	02/27/2006	5	1	17	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08581	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod nano 2GB		02/22/2006	02/27/2006	5	1	17	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08583	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	HELMKAMERA SHARP 2,3cm - Für alle Sportarten geeignet		02/23/2006	02/25/2006	2	1	9	159.00	169.00	Y	Y	N	N	N	N	Y	N	N	Y	N	1	197.862
08586	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod Mini 4 Gb Silber mit viel Zubehör		02/22/2006	02/23/2006	1	1	136	150.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	167.977
08587	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	NEUER IPOD MINI SILVER 4GB		02/22/2006	02/23/2006	1	1	17	1.00	225.00	Y	N	N	N	Y	N	N	N	N	N	N	1	167.977
08590	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	IPod Mini 4GB Blau mit SchutzFolie		02/22/2006	02/25/2006	3	1	113	1.00	120.00	Y	N	N	N	N	N	N	N	N	N	N	1	161.512
08591	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD APPLE MINI 4GB Platz für 1000 Songs		02/22/2006	03/04/2006	10	1	886	49.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
08592	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple - ipod Mini 4GB ** SILBER** OVP ! Rechnung°°ToP°°		02/22/2006	02/25/2006	3	1	187	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	167.977
08594	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	APPLE IPOD NANO 4GB Weiss NEU/EINGESCHWEISST		02/22/2006	02/25/2006	3	1	31	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08597	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple - ipod Mini 4GB  ** GRÜN ** NEU/OVP ! Rechnung		02/22/2006	03/04/2006	10	1	2526	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	164.757
08603	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod NANO 4GB** schwarz **NEU/OVP ! Rechnung !		02/22/2006	02/25/2006	3	1	62	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	197.862
08604	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4GB weiss/ neuw. / Garantie / OVP		02/22/2006	02/25/2006	3	1	119	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
08605	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Ipod 4GB Schwarz - Gebraucht		02/22/2006	02/25/2006	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08606	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPOD NANO 2 GB--SCHWARZ--HAMMERTEIL !!!		02/22/2006	02/25/2006	3	1	1386	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08608	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	APPLE iPod mini 4GB SILVER MP3 WAV NEU+OVP		02/22/2006	03/01/2006	7	1	8105	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
08609	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	# Apple iPod mini 4GB blau OVP + Netzteil # 4 GB #		02/22/2006	03/04/2006	10	1	14	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	161.512
08614	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple i Pod Nano 2 GB schwarz Neu und Originalverpackt		02/22/2006	03/04/2006	10	1	1	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
08615	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod Nano 2GB schwarz, Neu & OVP (noch eingeschweißt)		02/22/2006	02/25/2006	3	1	196	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	166.481
08616	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod Nano schwarz, noch eingeschweisst		02/22/2006	02/22/2006	0	9	291	160.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.481
08617	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini in blau / blue 4GB Neu mit Restgarantie	Unbedingt reinschauen! Lohnt sich!	02/23/2006	02/23/2006	0	1	43	1.00	150.00	Y	N	N	N	N	N	N	N	N	Y	N	1	161.512
08618	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4 GB, schwarz, nagelneu und OVP		02/22/2006	02/22/2006	0	9	198	239.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08620	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini 4 GB Blau mit Zubehör  **Nagelneu, Top**		02/22/2006	02/24/2006	2	9	127	185.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	161.512
08621	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod NANO 2GB *schwarz* unbespielt NEU/OVP/GAR.		02/22/2006	02/27/2006	5	1	9	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08622	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	i Pod		02/23/2006	03/05/2006	10	1	287	1.00	170.00	Y	N	N	N	N	N	N	N	N	Y	N	1	167.977
08623	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple MP3 iPod mini		02/22/2006	03/01/2006	7	1	26	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	167.977
08625	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD Mini - 4GB in silber, mit Zubehör und Rechnung		02/23/2006	03/05/2006	10	1	211	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	167.977
08626	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	==Apple iPod == 40GB == TOP		02/22/2006	02/25/2006	3	1	69	1.00	0.00	N	Y	N	N	Y	N	N	N	Y	N	Y	1	221.153
08627	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple iPod Mini Musicplayer 4 GB Pink		02/22/2006	02/25/2006	3	1	3	1.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	173.45
08632	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		02/23/2006	03/02/2006	7	1	2533	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08636	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		02/23/2006	02/26/2006	3	1	2535	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08638	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/23/2006	02/26/2006	3	1	2536	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08639	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/23/2006	02/28/2006	5	1	2536	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08640	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/23/2006	03/02/2006	7	1	2536	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08642	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	APPLE IPOD 2 GB / 2024 MB NANO! DT. NEUWARE! RECHNUNG!	***NUR 5,00 EUR VERSICHERTER VERSAND! HÄNDLER! OVP! ***	02/23/2006	03/02/2006	7	1	11335	1.00	224.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08643	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	MP3, I-tunes Player Apple iPOD 40 GB		02/23/2006	03/05/2006	10	1	1023	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	221.153
08644	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod nano 2GB mini MP3 Player extrem klein black		02/24/2006	03/02/2006	6	9	16371	149.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08645	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod nano 2GB mini MP3 Player extrem klein black		02/24/2006	02/28/2006	4	9	16371	179.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08646	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Ipod Nano (Schwarz, 2Gigabyte) + Zubehör		02/23/2006	02/26/2006	3	1	41	85.00	180.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08648	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini silber 4 GB		02/23/2006	03/05/2006	10	1	184	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.977
08649	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod nano 2GB	Nagelneu	02/23/2006	02/23/2006	0	9	57	175.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	166.481
08650	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE iPod mini -blau- MP3 - 4GB TOP erhalten		02/23/2006	03/05/2006	10	1	1016	1.99	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	161.512
08651	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod Nano mit 2GB Farbe Weiss		02/23/2006	02/28/2006	5	9	733	170.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08652	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPod nano 4GB Apple (weiß) 1000 Songs NEU + OVP		02/24/2006	03/03/2006	7	1	1176	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	197.862
08654	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	APPLE iPod nano 2GB Black mit USB KABEL mit Rechnung		02/23/2006	02/26/2006	3	1	12	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	166.481
08656	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	APPLE iPod mini 4GB SILVER+OVP+Power Adapter(Netzteil)		02/23/2006	03/05/2006	10	1	151	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	167.977
08658	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod Mini 4 GB Silber wie Neu mit OVP		02/23/2006	02/23/2006	0	1	225	1.00	140.00	Y	N	N	N	N	N	Y	N	N	N	N	1	167.977
08659	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod ----- 4 Generation ----- 40 GB		02/23/2006	03/05/2006	10	1	42	99.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	221.153
08660	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod Nano - schwarz - 2 GB - von Apple -Neu-		02/23/2006	02/26/2006	3	1	132	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	166.481
08663	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	APPLE iPod mini 4GB grün + Restgarantie		02/23/2006	02/26/2006	3	1	375	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	164.757
08667	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini silber - NEUWERTIG! KULT!		02/23/2006	02/28/2006	5	1	39	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
08668	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4 GB *NEU* SCHWARZ OVP sofort lieferbar		02/23/2006	03/05/2006	10	1	371	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.862
08669	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Top: Ipod Mini Silber 4 GB inkl. Silikon-hülle		02/23/2006	03/05/2006	10	1	180	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
08670	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod nano, schwarz, NEU + Ovp. und verschweißt		02/23/2006	02/26/2006	3	1	47	100.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.481
08671	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod mini silber 4GB		02/23/2006	03/02/2006	7	1	1	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	N	Y	1	167.977
08672	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4GB white von Apple *********NEU***********		02/23/2006	03/05/2006	10	1	41	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08674	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	IPod 4GB Mini (pink) mit BRANDO Tasche		02/23/2006	02/26/2006	3	1	200	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	Y	N	1	173.45
08675	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4 GB white  von Apple inkl.USB Power Adapter		02/23/2006	02/26/2006	3	1	143	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08677	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	iPod Mini Pink+iGriffin iTrip ***BEIDES NEU&OVP***		02/23/2006	03/02/2006	7	1	2	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	173.45
08678	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple Ipod Nano 2 GB weiß *neu*		02/23/2006	02/28/2006	5	1	237	1.00	175.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08679	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple Ipod Nano Weiß + 2GB NEU	"--nagelneu und ungeöffnet in Orginalverpackung--"	02/23/2006	02/28/2006	5	9	37	176.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.481
08689	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Ipod 3G 40 Giga SET mit viel hochwertigem Zubehör		02/24/2006	03/03/2006	7	1	17	1.00	0.00	N	Y	N	N	N	N	N	N	N	N	N	1	221.153
08691	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		02/24/2006	02/27/2006	3	1	2546	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08695	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Ipod Mini 4 GB in Blau	wie neu, in OVP	02/24/2006	03/03/2006	7	1	65	1.00	199.00	Y	N	N	N	Y	N	N	N	N	N	N	1	161.512
08696	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Ipod Nano weiss 4GB Komplettpaket - All you need	3 Tage alt - Doppeltes Geburtstagsgeschenk ?	02/24/2006	03/01/2006	5	1	61	250.00	299.00	Y	N	N	N	N	N	Y	N	N	N	N	1	197.862
08698	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple iPod Nano Weiß 2 GB Neu & OVP		02/24/2006	02/27/2006	3	1	311	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.481
08706	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/24/2006	02/25/2006	1	1	2550	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08708	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod nano 2 GB schwarz/black ***NEU und OVP		02/24/2006	02/27/2006	3	1	73	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08710	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod nano 2 GB schwarz Apple		02/24/2006	03/03/2006	7	1	2	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08711	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple I-Pod mini 4GB NEU und OVP mit viel Zubehör		02/26/2006	03/05/2006	7	1	35	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	167.977
08712	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4GB black / schwarz		02/24/2006	03/03/2006	7	1	210	1.00	235.00	Y	N	N	N	N	N	Y	N	N	N	N	1	197.862
08715	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/24/2006	03/03/2006	7	1	2552	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08716	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPOD Nano 4GB  - Neu/OVP mit Garantie 12 Mon.		02/24/2006	02/24/2006	0	9	53	149.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	4	197.862
08718	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod NANO 4GB** schwarz **NEU/OVP  mit Tasche		02/24/2006	02/27/2006	3	1	74	150.00	240.00	Y	N	N	N	N	N	N	N	N	N	N	1	197.862
08719	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod Nano white 2GB = 500 Songs Neu und OVP  !		02/25/2006	03/04/2006	7	1	11	1.00	190.00	Y	N	N	N	Y	N	Y	N	Y	Y	N	1	166.481
08721	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/24/2006	03/06/2006	10	9	2554	188.00	0.00	N	Y	N	N	Y	N	N	N	N	N	Y	55	197.862
08722	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple IPod Nano 2GB Weiss NEU OVP		02/24/2006	02/26/2006	2	1	33	190.00	199.00	Y	N	N	N	N	N	N	N	N	N	N	1	166.481
08729	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		02/24/2006	03/06/2006	10	1	2555	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08731	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4 GB silber		02/24/2006	02/26/2006	2	1	40	1.00	150.00	Y	Y	N	N	Y	N	N	N	N	N	N	1	167.977
08732	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Ipod Nano 2GB schwarz mit 2 Jahren Garantie		02/25/2006	03/04/2006	7	1	13	1.00	170.00	Y	N	N	N	N	N	N	N	N	N	N	1	166.481
08733	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	iPod nano 2GB inkl. Schutzhülle		02/25/2006	02/25/2006	0	1	136	1.00	149.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08734	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	IPOD NANO 2 GB White NEU + orig.Verpackt		02/25/2006	03/04/2006	7	1	193	1.00	190.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08738	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	I Pod Nano 4 GB schwarz neu und ovp		02/25/2006	02/27/2006	2	7	10	229.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.862
08740	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/25/2006	02/26/2006	1	1	2568	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08742	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/25/2006	03/02/2006	5	1	2568	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08743	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/25/2006	03/04/2006	7	1	2568	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
08745	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	iPod mini 4 GB Blau mit Zubehör  **Nagelneu, Top**		02/25/2006	03/01/2006	4	9	127	185.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	161.512
08746	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD mini 4GB silber von Apple + Zubehör		02/25/2006	03/07/2006	10	1	0	80.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	167.977
08747	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Ipod Mini ( 4GB) silber  Top-Zustand + Netzteil		02/25/2006	03/04/2006	7	1	129	1.00	155.00	Y	N	N	N	Y	N	N	N	N	N	N	1	167.977
08748	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	APPE * IPOD MINI 4GB PINK NEU! ZUBEHÖR		02/25/2006	03/04/2006	7	1	1112	49.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	173.45
08752	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPOD Nano 4GB  - Neu/OVP mit Garantie 12 Mon.		02/25/2006	02/25/2006	0	9	53	149.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	4	197.862
08756	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	NUR 1 TAG !! Apple iPod Mini 4GB silber !! Neu		02/25/2006	02/26/2006	1	1	511	1.00	170.00	Y	N	N	N	N	N	Y	N	N	N	N	1	167.977
08758	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini 4GB MP3 Music Player 4 GB - BLAU		02/25/2006	02/28/2006	3	1	12069	1.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	161.512
08759	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple Ipod Mini 4 GB (4GB)  silber pink blau		02/25/2006	02/28/2006	3	1	38	180.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	167.977
08760	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	 I Pod 40 GB incl. Zubehör		02/25/2006	02/28/2006	3	1	2	2.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	221.153
08761	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	iPod 40GB inkl . Kopfhörer (neu) und Fernbedienung		02/25/2006	03/04/2006	7	1	19	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	221.153
08763	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	APPLE iPOD MINI SILVER 4 GB MIT OVP UND ZUBEHÖR		02/25/2006	03/07/2006	10	1	3862	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	167.977
08765	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	i Pod nano 2 GB		02/25/2006	03/04/2006	7	1	437	1.00	150.00	Y	N	N	N	Y	N	N	N	N	N	N	1	166.481
08770	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/25/2006	03/02/2006	5	1	2578	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.481
