auct_id,gms_greater_avg,listing_title,listing_subtitle,listing_start_date_year,listing_end_date_year,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_Log10_transformed,start_price_LogN_transformed,buy_it_now_price_LogN_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_months,listing_end_date_months,listing_start_date_day_transformed,listing_end_date_day_transformed,listing_durtn_days_LogN_transformed,qty_available_per_listing_Mean__avg_transformed,category_avg_gms_transformed,start_price_Mean__avg_transformed,buy_it_now_price_Mean__avg_transformed,feedback_score_at_listing_time_Mean__avg_transformed,item_leaf_category_name_article_category_transformed,item_leaf_category_name_article_category_meta_category_transformed,item_leaf_category_name_color_category_transformed,is_24_days_before_weihnachten_transformed,qty_available_per_listing_is_default_transformed,feedback > avg_transformed,buy_prive > avg_transformed,buy_it_now > gms_avg_transformed,start_prive > avg_transformed,start_price > gms_avg_transformed,qty > avg_transformed,listing_subtitle_lowercase_contains_ovp_transformed,start_price_is_default_transformed,buy_it_now_listed_flag_transformed,feedback_score_at_listing_time_is_default_transformed,listing_durtn_days_is_default_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Grün_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed
13376,"F","I POD 20GB  3.generation","",2005,2005,12,12,-0.624307,-0.596090,1.617591,0.043737,0.043737,-0.043737,-0.088887,0.800058,1.178070,-0.626589,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
14501,"W","I POD 20GB  weiß *2 Monate alt* mit Zubehör","",2006,2006,1,2,-0.772475,-0.596090,2.041498,-0.717680,-0.717680,0.717680,0.718858,1.382807,-1.727381,0.146596,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1"
11549,"W","I Pod 20GB 5. Gen. Farbdisplay, neu originalverpackt","noch eingeschweißt, Support für ca. 2 Monate",2005,2005,11,11,-0.170927,-0.596090,-0.512916,0.932055,0.932055,-0.932055,-0.896632,-0.598541,0.209587,0.655880,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1"
11883,"F","i Pod 20GB PC+Mac","",2005,2005,11,11,-0.802192,-0.596090,-0.512916,0.762852,0.762852,-0.762852,-0.662811,0.333858,1.541252,1.195743,0.082420,13.000000,13.000000,13.000000,13.000000,"4","1","6","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
15446,"F","I Pod 30 GB","",2006,2006,2,2,-0.038439,-0.596090,-0.512916,-1.331043,-1.331043,1.331043,1.292782,1.149707,1.541252,-0.626589,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
15248,"W","I POD 30 GB - NEUWARE -","",2006,2006,2,2,-1.622721,1.910300,-0.512916,-1.182989,-1.182989,1.182989,1.143987,0.333858,0.693828,-0.626589,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
1212,"F","I Pod 4 GB Silber Neuwertig","",2005,2005,10,10,-1.084217,-0.596090,-0.512916,1.207011,1.207011,-1.207011,-1.257992,1.499357,1.904433,-0.626589,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
1026,"F","i POD 4 GB silber OVP","",2005,2005,10,10,0.582941,-0.596090,1.820342,1.312763,1.312763,-1.312763,-1.279248,0.916608,1.783373,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
4427,"F","I Pod 40 G / 4 Generation Neu Zustand !! USA Modell !!","",2005,2005,12,12,0.119997,-0.596090,-0.512916,0.128338,0.128338,-0.128338,-0.173913,0.333858,0.693828,-0.626589,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
5561,"F","I Pod 40 Gb","",2006,2006,1,1,0.317184,-0.596090,-0.512916,-0.294671,-0.294671,0.294671,0.336242,-0.948191,-0.153595,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9204,"F","I Pod 40 GB incl. Zubehör","",2006,2006,3,3,-2.161226,-0.596090,-0.512916,-1.457945,-1.457945,1.457945,1.505346,-1.414390,-0.637837,0.655880,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9503,"F","I Pod 40GB","",2006,2006,3,3,-0.170927,1.577125,1.889521,-1.563697,-1.563697,1.563697,1.484090,-0.831641,-0.758897,-2.289448,0.071155,9.000000,9.000000,9.000000,9.000000,"2","1","6","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
14659,"W","i pod 60 gb weiss","",2006,2006,1,2,0.209364,-0.596090,-0.512916,-0.802281,-0.802281,0.802281,0.718858,1.849007,-1.727381,-2.289448,0.102445,11.000000,11.000000,11.000000,11.000000,"3","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
5703,"W","I Pod grün 4GB Neuwertig","",2006,2006,1,1,-0.744459,1.773618,-0.512916,-0.336972,-0.336972,0.336972,0.229959,-0.715091,-0.758897,0.000000,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
401,"F","I Pod Mini    Apple & PC","",2005,2005,10,10,-0.013297,-0.596090,-0.512916,1.672321,1.672321,-1.672321,-1.640608,-1.064740,-0.274655,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1"
39,"W","I Pod mini  4 GB  Blue Gerät  Neu","",2005,2005,9,10,0.837669,1.489800,-0.512916,1.926126,1.926126,-1.926126,-1.895685,1.033158,-1.727381,0.655880,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
921,"F","i Pod mini  Blau 4 GB Speicher zugreifen","",2005,2005,10,10,-0.170927,-0.596090,-0.512916,1.376215,1.376215,-1.376215,-1.470556,0.566958,0.693828,-2.289448,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
6182,"F","I POD MINI  SILVER","",2006,2006,1,1,-1.141950,1.494362,-0.512916,-0.485025,-0.485025,0.485025,0.442524,0.100758,0.451708,-0.626589,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
6706,"W","I Pod Mini (4GB) Neuwertig","",2006,2006,1,2,-0.744459,-0.596090,1.949688,-0.675379,-0.675379,0.675379,0.718858,1.149707,-1.727381,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
73,"F","I pod mini *neu*","",2005,2005,9,10,0.386911,-0.596090,1.886944,1.904976,1.904976,-1.904976,-1.874429,1.149707,-1.606321,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
1537,"W","i Pod mini 4 GB","",2005,2005,11,11,0.076071,-0.596090,-0.512916,1.016657,1.016657,-1.016657,-0.981658,-1.064740,-0.274655,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9708,"F","I Pod Mini 4 Gb + 1 Jahr Garantie + Neuwertig, OVP","",2006,2006,3,3,-0.744459,-0.596090,-0.512916,-1.648299,-1.648299,1.648299,1.696654,-0.365441,0.451708,0.655880,-1.111606,6.000000,6.000000,6.000000,6.000000,"6","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1"
4963,"F","i pod mini 4 GB Apple plus Zubehör, Rechnung  17.09.05","",2005,2006,12,1,0.375956,-0.596090,-0.512916,-0.062016,-0.062016,0.062016,0.059908,1.382807,-1.727381,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1"
7328,"W","I Pod mini 4 GB blau I-Pod mp3 wie neu OVP, TOP!","",2006,2006,2,2,0.925415,-0.596090,1.935946,-0.844582,-0.844582,0.844582,0.803884,-1.530940,-1.243139,-0.626589,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1"
4134,"W","I pod Mini 4 GB classic Silber","",2005,2005,12,12,-1.084217,-0.596090,-0.512916,0.191790,0.191790,-0.191790,-0.195170,-0.015791,0.572768,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9431,"F","I POD Mini 4 GB fast neuwertig!!","",2006,2006,3,3,-0.477996,1.494362,1.914535,-1.542547,-1.542547,1.542547,1.505346,-0.948191,-0.637837,-0.626589,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
589,"W","i Pod Mini 4 GB in silber; unbenutzt","",2005,2005,10,10,0.038960,-0.596090,-0.512916,1.545418,1.545418,-1.545418,-1.513069,-0.365441,0.451708,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
3357,"W","I Pod Mini 4 GB mit OVP und Kassenbeleg - neuwertig","",2005,2005,12,12,-0.146207,1.678417,1.863077,0.382144,0.382144,-0.382144,-0.471503,-1.064740,-1.001018,-2.289448,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
3394,"W","i Pod mini 4 GB neu ungebraucht","",2005,2005,12,12,-1.622721,1.678417,-0.512916,0.297542,0.297542,-0.297542,-0.258939,-0.598541,0.209587,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
2323,"W","I Pod mini 4 GB Pink + iPod Socke Pink","",2005,2005,11,11,-0.205954,-0.596090,-0.512916,0.720551,0.720551,-0.720551,-0.684068,0.566958,1.420191,0.655880,0.000000,5.000000,5.000000,5.000000,5.000000,"6","2","2","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
4910,"F","i Pod Mini 4 GB Pink in OVP mit allem Zubehör","",2005,2006,12,1,-0.353055,-0.596090,-0.512916,-0.040865,-0.040865,0.040865,0.081164,1.266257,-1.606321,0.655880,0.000000,5.000000,5.000000,5.000000,5.000000,"6","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
4157,"F","i pod mini 4 gb silber - weihnachtsschnäppchen -","",2005,2005,12,12,-2.161226,-0.596090,-0.512916,0.191790,0.191790,-0.191790,-0.195170,-0.015791,0.572768,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
4385,"W","I pod mini 4 GB silber / 10 Tage alt","",2005,2005,12,12,0.584753,-0.596090,-0.512916,0.149489,0.149489,-0.149489,-0.046374,0.217308,1.420191,1.195743,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1"
5131,"W","I pod mini 4 GB Silber mit neuem Ladegerät und Kopfhöre","",2005,2006,12,1,0.304533,-0.596090,-0.512916,-0.125467,-0.125467,0.125467,0.123677,1.732457,-1.364200,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
2317,"W","I Pod mini 4 GB, silver, NEU, OVP  mit Garantie","",2005,2005,11,11,-0.032032,-0.596090,-0.512916,0.720551,0.720551,-0.720551,-0.684068,0.566958,1.420191,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1"
6678,"F","i POD mini 4 gig NEU  *Bravo Style *silver Edition*","",2006,2006,1,1,0.408110,-0.596090,-0.512916,-0.654228,-0.654228,0.654228,0.612576,1.033158,1.420191,-0.626589,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9844,"F","I Pod mini 4GB","",2006,2006,3,3,-1.481709,-0.596090,-0.512916,-1.690600,-1.690600,1.690600,1.696654,-0.132341,0.451708,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
5260,"W","i Pod Mini 4GB 1000 Lieder Blau","",2006,2006,1,1,-0.717956,1.678417,-0.512916,-0.188918,-0.188918,0.188918,0.293729,-1.530940,-0.395716,1.195743,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1"
8864,"W","i pod MINI 4GB blau mit extra Zubehör i-pod","",2006,2006,2,3,1.664967,-0.596090,-0.512916,-1.352193,-1.352193,1.352193,1.462833,1.266257,-0.879958,1.195743,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
4790,"W","I Pod mini 4GB Blue incl Dock/Armband/etc. OVP-Garantie","Zubehör für über 100 Euro dabei/TOP Zustand!!!!!!!!!!!!",2005,2005,12,12,0.533310,-0.596090,-0.512916,0.022586,0.022586,-0.022586,-0.025118,0.916608,1.541252,0.146596,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0","1","1"
109,"F","i pod mini 4GB in silber","",2005,2005,9,10,-0.224453,-0.596090,-0.512916,1.862675,1.862675,-1.862675,-1.831916,1.382807,-1.364200,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
6691,"W","i Pod Mini 4GB mit Ledertasche  und Dockingstation","i Stage 2.1 Subwoofer Speaker System alles mit Garantie",2006,2006,1,1,-0.903970,-0.596090,-0.512916,-0.654228,-0.654228,0.654228,0.655088,1.033158,1.662312,0.146596,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0"
1087,"W","i Pod mini 4GB PC + Mac (blue)","",2005,2005,10,10,-1.084217,-0.596090,-0.512916,1.291613,1.291613,-1.291613,-1.300505,1.033158,1.662312,0.146596,-1.825018,10.000000,10.000000,10.000000,10.000000,"6","2","4","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
9934,"F","i POD mini 4GB Silber NEU & OVP","",2006,2006,3,3,0.489196,-0.596090,-0.512916,-1.711751,-1.711751,1.711751,1.760424,-0.015791,0.814889,0.655880,-0.872238,12.000000,12.000000,12.000000,12.000000,"6","2","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
12329,"F","I Pod mini 6 GB","",2005,2005,11,12,-1.207403,-0.596090,-0.512916,0.530197,0.530197,-0.530197,-0.492760,1.615907,-1.122079,0.655880,1.310239,8.000000,8.000000,8.000000,8.000000,"1","2","5","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
11489,"F","I Pod Mini 6 GB grün absolut neuwertig + allem Zubehör","",2005,2005,11,11,-0.692814,-0.596090,1.769938,0.995507,0.995507,-0.995507,-1.109197,-0.948191,-1.001018,0.000000,1.310239,8.000000,8.000000,8.000000,8.000000,"1","2","5","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1"
