auct_id	item_leaf_category_name	listing_title	listing_subtitle	listing_start_date	listing_end_date	listing_durtn_days	listing_type_code	feedback_score_at_listing_time	start_price	buy_it_now_price	buy_it_now_listed_flag	bold_fee_flag	featured_fee_flag	category_featured_fee_flag	gallery_fee_flag	gallery_featured_fee_flag	ipix_featured_fee_flag	reserve_fee_flag	highlight_fee_flag	schedule_fee_flag	border_fee_flag	qty_available_per_listing	gms	category_avg_gms	gms_greater_avg
06982	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Original Apple iPod 40GB 4.Gen		01/29/2006	02/05/2006	7	1	23	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	200.00	221.153	0
06986	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod MINI Blau, WIE NEU, Firewire, Ladegerät, USB		01/29/2006	02/05/2006	7	1	28	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	151.00	161.512	0
06988	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod I Pod mini 4 GB silber I-Pod mp3 wie neu OVP, TOP!		01/29/2006	02/05/2006	7	1	83	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	171.00	167.977	1
06990	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	Apple iPod mini 4GB grün (1. Generation) - NEU		01/29/2006	01/29/2006	0	1	92	1.00	199.00	Y	N	N	N	Y	N	N	N	N	N	N	1	199.00	164.757	1
06992	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPOD nano 2GB black..neu..		01/29/2006	02/05/2006	7	1	288	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	176.00	197.862	0
06993	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD mini 4 GB silber mit Dockingstation	IPOD mini 4 GB silber mit Dockingstation	01/29/2006	02/05/2006	7	1	89	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	152.00	167.977	0
06996	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod NANO 2GB schwarz		01/29/2006	01/29/2006	0	9	46	179.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	179.00	197.862	0
06998	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4GB (Silber) wie neu OVP mit vielen Extras		01/29/2006	02/05/2006	7	1	18	1.00	0.00	N	Y	N	N	Y	N	Y	N	Y	N	N	1	178.12	167.977	1
07004	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40GB 3.Generation mit iTrip		01/29/2006	02/05/2006	7	1	41	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	186.76	221.153	0
07005	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 4. Generation 40 Gigabyte mit Zubehör		01/29/2006	02/05/2006	7	1	298	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	200.57	221.153	0
07006	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4GB Silber Neu u. OVP		01/29/2006	02/05/2006	7	1	51	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	223.00	167.977	1
07008	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	*** IPod 3.Gen. 40GB mit Zubehör ***		01/29/2006	02/03/2006	5	1	400	75.00	199.00	Y	N	N	N	N	N	N	N	N	N	N	1	171.00	221.153	0
07009	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano weiß--Nagelneu---Mit Rechnung--Kult--		01/29/2006	02/05/2006	7	1	47	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	161.55	197.862	0
07011	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod I Pod mini 4 GB silber I-Pod mp3 wie neu OVP		01/29/2006	02/05/2006	7	1	1047	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	152.96	167.977	0
07012	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	°°iPod Nano°° 2GB °° Weiß°° *NEU/OVP*		01/29/2006	02/01/2006	3	1	83	99.00	177.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	171.00	197.862	0
07013	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple IPOD Mini silver 4 GB mit Garantie wie neu!	Mit Zubehör: Fernbedienung, Schutzhülle, Autoladegerät	01/29/2006	02/05/2006	7	1	454	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	178.00	167.977	1
07015	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	apple ipod mini 4GB		01/29/2006	02/01/2006	3	1	25	20.00	185.00	Y	Y	N	N	Y	N	Y	N	N	N	Y	1		167.977	0
07018	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE * IPOD MINI 4GB BLAU NEU & IN OVP ***************		01/29/2006	02/05/2006	7	1	1080	69.99	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	200.00	161.512	1
07020	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE * IPOD MINI 4GB SILBER WIE NEU & IN OVP *********		01/29/2006	02/05/2006	7	1	1080	69.99	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	152.00	161.512	0
07025	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPOD nano 2GB weiß		01/29/2006	01/29/2006	0	9	61	150.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	150.00	197.862	0
07026	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 4 GB Schwarz -NEU & OVP-  +nur ÿ4,90 Versand+		01/29/2006	02/05/2006	7	1	67	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	238.00	197.862	1
07027	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 2GB weiß, OVP, mit Zubehör!		01/29/2006	02/05/2006	7	1	344	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	161.00	197.862	0
07029	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung		01/29/2006	02/05/2006	7	1	2215	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	200.99	167.977	1
07030	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple - ipod Mini 4GB  ** SILBER** NEU/OVP ! Rechnung		01/29/2006	02/01/2006	3	1	2215	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	214.85	167.977	1
07032	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod Mini 4GB blau NEU & OVP		01/29/2006	02/05/2006	7	1	205	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	202.00	161.512	1
07033	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	IPOD MINI 4 GB OVP (eingeschweißt)+ 12 Monate Garantie		01/31/2006	02/07/2006	7	1	5	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	182.07	164.757	1
07035	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPod Mini Silber Neuwertig OVP Zubehör und Garantie		01/29/2006	02/05/2006	7	1	4	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	181.00	167.977	1
07036	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	ipod mini silber 4 GB m. Zubehör, iTrip		01/29/2006	02/05/2006	7	1	271	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	151.00	167.977	0
07039	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod 40 GB, 3. Gen. mit kompl. Zubehör, wie neu		01/29/2006	02/05/2006	7	1	46	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	211.00	221.153	0
07045	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPOD NANO 4 GB schwarz neu		01/29/2006	02/05/2006	7	1	233	150.00	200.00	Y	N	N	N	Y	N	N	N	N	N	N	1	213.33	197.862	1
07046	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2 GB schwarz  NEU		01/30/2006	02/02/2006	3	1	42	169.00	199.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	199.00	197.862	1
07050	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Ipod Mini 4 GB silber mit Restgarantie		01/31/2006	02/05/2006	5	1	9	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	169.88	167.977	1
07051	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini Silber 4GB *TOP*		01/30/2006	01/31/2006	1	1	10	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	164.00	167.977	0
07053	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 2GB von Apple NEU & OVP		01/30/2006	02/06/2006	7	1	28	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	176.94	197.862	0
07054	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Mini Ipod Silber 4GB von Apple		01/30/2006	02/06/2006	7	1	142	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	171.02	167.977	1
07058	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano MP3-Player schwarz - Neu & OVP- 4GB		01/30/2006	02/06/2006	7	1	18	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	245.00	197.862	1
07059	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	NEU: Ultimatives Zubehör für iPods: Tivoli i Songbook		01/30/2006	02/09/2006	10	9	8091	414.00	0.00	N	N	N	Y	Y	N	N	N	N	N	N	15	414.00	221.153	1
07060	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	+++ iPod Nano 4 GB  ++ schwarz +++ OVP +++ Rechnung +++		01/31/2006	02/05/2006	5	1	194	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	Y	1	221.00	197.862	1
07061	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4Gb in silber, neu		01/30/2006	02/02/2006	3	1	139	1.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	175.75	167.977	1
07064	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold	Apple iPod mini GOLD 4GB		01/30/2006	02/06/2006	7	1	5	50.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	131.00	158.578	0
07065	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPOD nano 4GB WEISS		01/30/2006	02/06/2006	7	1	0	1.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	217.00	197.862	1
07066	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE iPod mini Blau 4GB NEUWERTIG + SKIN i pod		01/30/2006	02/02/2006	3	1	355	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	171.01	161.512	1
07069	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Ipod Mini 4GB Silber, incl. ZBH		01/30/2006	02/01/2006	2	1	56	50.00	160.00	Y	N	N	N	N	N	N	N	N	N	N	1		167.977	0
07072	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	== iPod 3 Generation (beste) == 40GB == TOP und OVP		01/30/2006	02/04/2006	5	9	29	219.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	219.00	221.153	0
07074	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Ipod nano 3monate alt top schwarz		01/30/2006	02/02/2006	3	1	36	1.00	170.00	Y	N	N	N	N	N	N	N	N	N	N	1	153.00	197.862	0
07075	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano 2 GB schwarz   ** TOP **		01/30/2006	02/02/2006	3	1	526	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	151.00	197.862	0
07077	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano schwarz 4GB originalverpackt		01/30/2006	02/06/2006	7	1	48	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	234.00	197.862	1
07079	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple i Pod Nano 2 GB schwarz Neu und Originalverpackt		01/30/2006	02/04/2006	5	1	100	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	171.08	197.862	0
07080	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple i Pod Nano 2 GB schwarz Neu und Originalverpackt		01/30/2006	02/02/2006	3	1	0	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	170.55	197.862	0
07081	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün	IPOD MINI 4GB GRÜN + GRIFFIN ITRIP !!! OVP GARANTIE		01/31/2006	02/05/2006	5	1	60	1.00	199.00	Y	Y	N	N	Y	N	N	N	N	Y	N	1	171.00	164.757	1
07084	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	IPOD APPLE MINI 4GB Platz für 1000 Songs		01/31/2006	02/05/2006	5	1	868	49.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	187.66	167.977	1
07085	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	APPLE iPod mini Silber  4GB 3 WOCHEN ALT +BOXEN+ 2CDs		01/31/2006	01/31/2006	0	1	251	1.99	190.00	Y	N	N	N	N	N	N	N	Y	N	N	1	190.00	167.977	1
07086	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	APPLE iPod mini 4GB blue		01/31/2006	01/31/2006	0	1	309	49.00	159.00	Y	N	N	N	Y	N	N	N	N	Y	N	1	159.00	161.512	0
07087	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Excellent erhaltenes IpodMiniPink. Fast neu OVP		01/31/2006	02/01/2006	1	1	82	150.00	190.00	Y	N	N	N	N	N	N	N	N	N	N	1	172.70	173.45	0
07089	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2 GB Schwarz Neu** OVP** Versiegelt**		01/31/2006	02/07/2006	7	1	251	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	179.00	197.862	0
07090	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod 4 GB+Kfz.-Ladegerät+Griffin iTrip (wie neu)	Herstellergarantie bis Juni 2007	01/31/2006	02/01/2006	1	1	47	1.00	0.00	N	Y	N	N	N	N	N	N	N	Y	N	1	182.00	167.977	1
07092	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple IPod 40 GB 3.GEN neuer Akku		01/31/2006	02/07/2006	7	1	1089	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	194.11	221.153	0
07094	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano 2GB weiss		01/31/2006	02/07/2006	7	1	34	50.00	200.00	Y	N	N	N	N	N	N	N	N	N	N	1	161.00	197.862	0
07097	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2GB *Schwarz* Neu/OVP		01/31/2006	01/31/2006	0	1	112	1.00	176.00	Y	N	N	N	N	N	N	N	N	N	N	1	176.00	197.862	0
07098	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 4GB MP3 Player		01/31/2006	02/07/2006	7	1	11	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	230.99	197.862	1
07099	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 2 GB schwarz / neu & OVP		01/31/2006	02/01/2006	1	9	323	179.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	179.00	197.862	0
07105	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano 4GB in schwarz		02/01/2006	02/06/2006	5	1	116	1.00	210.00	Y	N	N	N	Y	N	N	N	N	Y	N	1	202.00	197.862	1
07107	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Photo i Pod 40 GB		01/31/2006	02/10/2006	10	1	36	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	202.55	221.153	0
07110	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Neuer Apple ipod Nano weiß + volle Herstellergarantie		01/31/2006	02/07/2006	7	1	16	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	169.00	197.862	0
07111	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano Weiß!! 4GB!! Mit Dock und Zubehör!!!		01/31/2006	02/05/2006	5	1	32	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	206.23	197.862	1
07112	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano, 2 GB, schwarz, NEU  OVP		01/31/2006	02/05/2006	5	1	2	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	156.00	197.862	0
07113	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano, 2 GB, weiß, NEU  OVP		01/31/2006	02/05/2006	5	1	2	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	156.00	197.862	0
07114	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4GB !!Neu!! Ovp eingeschweißt!	schwarz, funkelnagelneu	01/31/2006	02/05/2006	5	1	41	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	213.77	197.862	1
07115	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	iPod 40 GB (4.G) + JBL on stage (in OVP)		01/31/2006	02/07/2006	7	1	103	1.00	359.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	301.00	221.153	1
07116	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	IPOD NANO 4 GB in schwarz nur einmal benutzt		01/31/2006	01/31/2006	0	1	156	1.00	180.00	Y	N	N	N	N	N	N	N	N	N	N	1	180.00	197.862	0
07118	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple Ipod Mini 4 GB in blau OVP		01/31/2006	02/07/2006	7	1	93	1.99	0.00	N	N	N	N	N	N	N	N	N	N	N	1	165.08	167.977	0
07119	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod nano neu alles dabei original verpackung		01/31/2006	02/03/2006	3	1	2	145.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	177.00	197.862	0
07120	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau	Apple iPod mini Blue 4 GB +++NEU+++ ORIGINALVERPACKT+++		01/31/2006	02/05/2006	5	1	41	1.00	249.00	Y	N	N	N	N	N	Y	N	N	N	N	1	190.51	161.512	1
07121	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano weiß  2GB  NEU & OVP/2 Jahre Garantie i-pod		01/31/2006	02/05/2006	5	1	17	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	176.00	197.862	0
07122	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	iPod mini 4 GB		01/31/2006	02/05/2006	5	1	128	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	150.00	167.977	0
07123	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple IPOD NANO 2GB weiß - NEU - ORIGINAL		01/31/2006	02/03/2006	3	1	400	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	175.00	197.862	0
07126	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod nano 2 GB -weiß- ***NEU / Garantie / OVP***		01/31/2006	02/01/2006	1	1	72	1.00	189.00	Y	N	N	N	Y	N	N	N	N	N	Y	1	178.80	197.862	0
07127	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	Apple iPod mini 4GB - Silber - OVP + Marware SportSuite		02/01/2006	02/04/2006	3	1	17	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	154.00	173.45	0
07128	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink	I-Pod Mini Pink *OVP**NEU*		01/31/2006	02/03/2006	3	1	3	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	166.00	173.45	0
07129	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		01/31/2006	02/05/2006	5	1	2246	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	183.00	197.862	0
07133	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		01/31/2006	02/10/2006	10	1	2246	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	175.00	197.862	0
07135	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple I-Pod Nano 2 GB black. Neu und eingeschweist.		01/31/2006	02/05/2006	5	1	6	160.00	180.00	Y	N	N	N	N	N	N	N	N	N	N	1	160.00	197.862	0
07136	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	--> IPOD MINI 4GB SILBER <--	wenig gebraucht, inklusive neuer Kabelfernbedienung	01/31/2006	02/05/2006	5	1	18	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	N	N	1	161.00	167.977	0
07140	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		01/31/2006	02/07/2006	7	1	2246	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	235.53	197.862	1
07141	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 4GB** schwarz **NEU/OVP ! Rechnung !		01/31/2006	02/10/2006	10	1	2246	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	240.00	197.862	1
07142	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 2 GB schwarz Neu/OVP		01/31/2006	02/07/2006	7	1	11	170.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	170.00	197.862	0
07146	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		01/31/2006	02/10/2006	10	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	173.10	197.862	0
07152	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/02/2006	1	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	181.00	197.862	0
07155	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/04/2006	3	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	171.51	197.862	0
07156	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/06/2006	5	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	167.55	197.862	0
07157	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/08/2006	7	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	163.45	197.862	0
07158	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/08/2006	7	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	166.90	197.862	0
07159	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/11/2006	10	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	175.00	197.862	0
07161	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple - iPod  NANO 2GB  **schwarz** NEU/OVP/Rechnung !		02/01/2006	02/02/2006	1	1	2249	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	179.88	197.862	0
07163	Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB	Apple iPod MP3 Player 40GB für Mac und Windows		02/02/2006	02/12/2006	10	1	14414	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	166.88	221.153	0
07164	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple Ipod Nano Schwarz		02/01/2006	02/04/2006	3	1	85	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	150.03	197.862	0
07166	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	Apple iPod Nano 4 GB 1000 songs PC + Mac		02/01/2006	02/08/2006	7	1	8	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	200.99	197.862	1
07167	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini Silber 4GB		02/01/2006	02/01/2006	0	1	65	50.00	150.00	Y	N	N	N	N	N	N	N	N	N	N	1	150.00	167.977	0
07168	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod MINI 4 GB (NEUWERTIG/RESTGARANTIE)	silber	02/01/2006	02/08/2006	7	1	171	1.00	172.00	Y	N	N	N	N	N	N	N	N	Y	N	1	165.89	167.977	0
07169	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod nano 4GB white		02/01/2006	02/01/2006	0	1	155	99.00	180.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	180.00	197.862	0
07172	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB	iPod Nano 2GB; Schwarz; NEU; Originalverp.mit Garantie;		02/01/2006	02/02/2006	1	1	174	1.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	176.00	197.862	0
07174	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber	Apple iPod Mini 4GB silver *neu* mit Kaufbeleg		02/02/2006	02/05/2006	3	1	98	1.00	0.00	N	Y	N	N	N	N	Y	N	N	N	N	1	191.00	167.977	1
