auct_id,listing_title_lowercase,listing_subtitle_lowercase,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag
9945,"apple ipod nano 2gb  +++neu+++","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9947,"apple ipod nano 4gb schwarz unbenutzt","","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9948,"apple ipod mini in pink mit restgarantie !!!","","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
9952,"ipod mini (blau) top-zustand mit quittung v. 29.06.05","","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F"
9954,"ipod nano von apple mit 2gb   neu & ovp / rechnung","","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
9957,"apple ipod nano 2gb weiß, neu, ovp, sofort ab lager! **","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9958,"ipod nano 2 gb weiss neu ovp","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9961,"ipod nano 2gb black neu noch orginal verpackt","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F"
9968,"ipod mini silber ! 4 gb ! ovp ! wie neu","kaum gebrauchsspuren !","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9969,"apple ipod nano weiß 2 gb im super zustand!","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
9970,"apple ipod nano schwarz + 4 gb neu","--nagelneu und ungeöffnet in orginalverpackung--","W","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9972,"apple i pod nano 1 gb neu und ovp in weiss !!!","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9973,"ipod nano 4gb weiss ovp 3 monate alt sehr guter zustand","neuwertig - feine ipod übliche kratzer auf rückseite","F","W","W","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","F"
9975,"***apple ipod nano 2gb weiß, komplett neu/ovp***","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9977,"ipod mini 4gb m. sony in-ear kopfhörer","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9979,"ipod mini 4 gb - ! neuwertig ! - mp3 player - gold","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9980,"apple ipod nano 2gb weiß ovp mit schwarzer ledertasche","","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W"
9982,"apple ipod nano weiss neu&ovp 2gb 500 songs pc + mac","inklusive ledertasche","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
9983,"4 gb ipod mini blau +zubehör , hülle, restgarantie ovp","","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F"
9984,"i pod nano schwarz neu original verpackung appel !!","","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
9986,"ipod mini 4gb blau wie neu","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
9987,"ipod mini 4 gb neuwertig","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9989,"## apple ipod nano mit 1 gb ## + ladeset","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9991,"apple ipod, sehr schön, 2 gb,nagelneu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
9994,"ipod 20gb mit farbdisplay und podcasts  *neuheit* 5. g","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
9995,"u2 ipod 20gb mit farbdisplay und podcasts  *neuheit 5.g","mit 50 euro itunes gutschein zum runterladen der musik!","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10002,"apple ipod photo 30 gb mp3-player","farbdisplay, fotofunktion, 7 monate herstellergarantie","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10003,"apple ipod - 20gb - 4. generation - click wheel - neu!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10006,"apple ipod mini  6 gb * silver * pc + mac * neu & ovp *","1500 songs * itunes included","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10008,"apple ipod 3gen. 20gb sehr gepflegt","versicherter versand nur 3 euro !!!","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10009,"apple ipod mini musicplayer 6gb silver","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10011,"ipod mimi 6gb in silber","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10012,"* neu & ovp * i pod mini 6gb silber 1500 songs pc+mac","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10016,"i pod mini pink neu ovp 6gb","","W","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10018,"apple ipod tragbarer mp3-player 20 gb (4. generation)","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10019,"ipod nano 4gb - unglaublich  klein und zum super preis","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10020,"ipod mini, 6 gb, grau, in absolutem top-zustand","inkl. neuem netzladekabel + ipod-schutzhülle","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10024,"ipod 20 gb 4. generation ovp (m. 2 taschen)","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W"
10027,"apple ipod mini 6 gb blau mit fernbedienung *ovp*","","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10028,">>> apple ipod 20gb pc+mac; neuwertig & itrip; neu<<<","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10033,"apple ipod / 20 gb / 4. generation / us-version / neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10036,"apple ipod mini 6gb silber / silver mit allem zubehör","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10037,"ipod nano 4gb weltweites unikat swarovski. bling bling","der megatrend aus den usa . stars wie paris hilton,...","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10038,"ipod 3. generation mit 20gb neuwertig + i-station + kit","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10040,"apple ipod - 4. generation - 20 gb - top zustand","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10042,"apple ipod 20gb photo farbdisplay","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F"
10045,"apple ipod mini 4 gb blau neu","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10048,"apple ipod photo 30 gb (neu-ovp)","","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10052,"mac   ipod    20 gb   neu und original verpackt!!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
10060,"sofort lieferbar ipod nano 2gb schwarz weiss auch 4gb","","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10062,"ipod 20gb der 4‚ten generation","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10067,"apple ipod nano 2gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10068,"original apple 20 gb ipod**neu**","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
10070,"apple ipod 20gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10074,"apple ipod 3. generation 20 gb ovp mit dock","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F"
10077,"apple ipod photo 30 gb mp3-player (neu)","","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10078,"ipod - 4. generation - 20 gb -  mit garantie","","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10079," apple i-pod, 20 gb,gebraucht","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10085,"apple ipod mini 6 gb silber   nagelneu","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10086,"sofort lieferbar: ipod mini 6gb blau neu (kein nano)","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10087,"sofort lieferbar: ipod mini 6gb blau neu (kein nano)","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10092,"ipod 4 g. 20gb limited edition","noch ca. ein halbes jahr garantie","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10096,"apple-ipod-photo-30 gb-mp3-player","farbdisplay, fotofunktion, 7 monate herstellergarantie","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10101,"ipod photo 30 gb","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10104,"u2 ipod - neu & ovp, mit dock und original ausstattung","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F"
10105,"apple ipod mini musicplayer mp3 6gb silber 18 stunden a","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10106,"apple ipod,5.generation,farbdisplay,20 gb,ovp,garantie","neuwertig, + sonykopdhörer und schutztasche","F","W","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F"
10107,"apple ipod 5g 5.generation ovp ungeöffnet 20gb - top!","","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10108,"ipod mini 6gb silber neuwertig und ovp!!!","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10111,"apple ipod mp3 player 20gb + netzteil + usb + firewire","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10112,"ipod mini 6 gb (6gb) silber neu+ovp+24 monate garantie","","W","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10113,"~~~apple ipod mini der 2. generation~~~neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10114,"apple ipod, 4.g, 20gb, halbdefekt, nur für apple nutzer","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10115,"apple ipod mini 6gb silber, neuwertig + skin","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10116,"ipod mini 6 gb neuwertig restgarantie ovp silber","","W","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10118,"ipod mac 20 gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10123,"ipod u2 special edition, farbdisplay, 20 gb, neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10126,"apple ipod 20 gb 4. generation neu, ovp, unbenutzt !","","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10128,"apple ipod mini 6 gb mac/win blue","","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10130,"ipod 20gb-4. gen.-3 mon. alt-rechnung `ledertasche` ovp","","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","W"
10131,"top apple ipod 20gb  3.generation","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10133,"iriver h10 6gb 1,5color-tft°mp3-player°photo°radio°neu","neue version! 260.000 farben°voice-rec°radio-rec°txt°fp","W","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10134,"apple ipod mini 6 gb, neu & ovp in silber","das größere modell mit 6 statt 4 gb!!!","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10136," apple ipod mp3 20gb + usb kabel + software cd + 4.gene","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10137,"ipod photo 30gb mit sportcase","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10142,"apple ipod 20 gb (neuste generation)","original verpackung","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10145,"apple ipod tragbarer mp3-player 20 gb (4. generation) w","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10146,"apple ipod tragbarer mp3-player 20 gb","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10149,"ipod mini 6 gb *silver* mit skin *garantie/rechnung*","","F","F","F","F","W","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
10153,"apple ipod 3g tragbarer mp3-player 20 gb","bei sofort-kauf rabatt auf von mir angebotenes zubehör","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10154,"apple ipod photo 30 gb   * neuware *","","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10156,"apple ipod tragbarer mp3-player 20 gb (4. gener.) weiss","","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10158,"apple ipod 20 gb (5. generation)","originalverpackt /rechnung","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10160,"apple ipod mini 6 gb silber silver, zubehör","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10162,"ipod mini silber 4gb ovp sehr wenig benutzt mit zubehör","","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10163,"ipod mini silber 4gb, iskin sili, itrip mini, docking","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F"
10167,"ipod photo neueste generation 20gb nagelneu","","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10169,"apple ipod mp3 player 20 gb 5.gen photo + mehr !","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10171,"nagelneuer original apple ipod 20 gb mit rechnung !","ohne lautstärkenbegrenzung !!!","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F"
10172,"ipod 20gb neu + garantie ovp","","W","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10174,"apple ipod 20 gb m079 *neu*ovp*rechnung + garantie","","W","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
10175,"apple ipod 20 gb m079 *neu*ovp*rechnung + garantie","","W","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
10176,"apple ipod 20 gb m079 *neu*ovp*rechnung + garantie","","W","F","W","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
10180,"apple ipod mini 6 gigabyte in silber -neu u. ovp-","","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10183,"apple ipod mini 6gb silber / silver mit zubehör","kopfhörerorginal verpackt und eingeschweißt,nie benutzt","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10184,"apple ipod 20gb mit farbdisplay, neuste generation","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10185,"4x sofort lieferbar ipod nano 4gb schwarz weiss neu!!!","","W","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10187,"apple ipod - 20 gb - zubehör - lcd display-sehr edel-","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10188,"ipod 20gb 4.generation  neu unbenutzt garantie","","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10189,"ipod - 20gb - 3.generation","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10190,"## apple ipod photo 30 gb 4. gen + ovp + zubehör ##","","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10191,"!!!!!! original apple ipod der 4 gen. mit 20 gb !!!!!!","* absolut neu, in voll eingescheißter ovp, ungeöffnet *","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
10194,"apple ipod - 20 gb - 5. gen, mit farbdisplay - ovp/gar.","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10197,"ipod 30gb photo(5.ge)2wochen alt!!!","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F"
10199,"apple ipod 6gb silber, neuwertig mit garantie + zubehör","","W","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10200,"ipod mini 6gb blau *neuwertig*","","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10201,"apple ipod - 20gb - 4. generation - click wheel - neu!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10202,"ipod 20gb 4.generation  neu unbenutzt garantie","","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F"
10209,"ipod 20gb 4 generation mit allen zubehörteilen","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10211,"apple ipod 20gb neu ipod (3g)  mp3 player for pc + mac","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10215,"apple ipod photo 20gb - neuware (verschweisst)!!!!!!!!!","","W","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10221,"ipod 20gb 4.generation mit zubehör","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10223,"apple ipod mini i 6 gb i pink i neu i ovp","","W","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10225,"apple ipod (weiß) 20 gb / neu ovp mit rechnung","","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
10233,"apple ipod 20 gb 4g. mac/win + netzteil","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10235,"apple ipod mini 6gb+rechnung/garantie+apple zubehör","","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F"
10236,"apple ipod 4g 20 gb mac pc","versandkostenfrei ! - 1 jahr alt mit original rechnung","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10240,"apple ipod 20 gb mit dock, tasche und garantie","originalverpackt und unbenutzt","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","W"
10243,"apple ipod 20 gb weiß ,unbenutzt + ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10244,"***20gb ipod*** zustand wie neu, kaum gebraucht!!!!!!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10245,"apple ipod 20gb photo mit farbdisplay (5. generation)","** inkl. ovp, zubehör, rechnung, 11 monate garantie **","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F"
10248,"apple ipod 20gb 4. generation neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10251,"ipod 20gb (neu! und originalverpackt!)","der aktuelle ipod (september 2005) mit farbdisplay","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
10252,"apple ipod 20 gb 4.genaration - ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10253,"apple ipod 20gb (5. gen) farbdisplay ovp+garantie","","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F"
10257,"apple ipod 20gb der 3. generation ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10258,"apple ipod 20 gb nagelneu mit tasche!!! 5.generation!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W"
10260,"ipod 20gb photo mit farbdisplay","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F"
10261,"apple ipod 15 gb 3. generation + mp3 player + neuwertig","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10264,"apple ipod 20 gb 4.gen.+dock-jbl on stage - neuwertig!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F"
10266,"apple ipod mini musicplayer mp3 6gb silber 18 stunden a","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10269,"apple ipod 20gb  für mac und pc","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10270,"apple ipod 20gb  für mac und pc","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10273,"ipod mini *blau* 6gb mit ovp","","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F"
10275,"apple  ipod  20 gb  5.generation ( farbdisplay ) neu!!!","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10277,"apple i pod 20 gb - 4.generation - top zustand","","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10278,"ipod 20 gb    neu und original verschweisst","","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
10283,"ipod mini 6gb silber +neue kopfhörer+silikonschutzhülle","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10284,"neuwertig: ipod nano 2gb black originalverpackt","mit rechnung und garantie von apple !!!","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F"
10285,"apple ipod 20gb 4te generation mit kabelfernbedienung","gebraucht mit restgarantie genau 6 monate alt","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10288,"apple ipod u2 special edition, inkl. kompl. u2 musik","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10294,"ipod 20 gb 4. generation + firewire-karte (pci)","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10295,"*** apple ipod 20gb neu zustand!!! ***","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10301,"----> apple ipod photo 20gb neu / verschweisst <-----","","W","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10302,"apple ipod photo 30 gb generation 2005 ( 20 60 nano )","","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10306,"ipod mini 6 gb - grün - wie neu !!!","","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10307,"neuer ipod 20 gb 5g rechnung farbe eingeschweist neu","","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F"
10312,"apple ipod mini + hp - 6gb - silber","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10314,"apple ipod photo / 30 gb / neu / ovp / generation 2005","","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10316,"apple ipod mini tragbarer mp3-player 6gb silber","","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10318,"apple ipod 20 gb 4.genaration - ovp","","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10319,"!!! apple ipod 20 gb ovp - super stylishes teil !!!","","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10324,"ipod 20gb 3.generation wie neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10325,"ipod 20gb (4te generation : mit clickwheel)","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10328,"appel i pod im u2 design","","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10329,"original ipod 4. generation neu und ovp white/nobel","","W","F","W","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F"
10331,"neu apple ipod 20gb 5.generation/ farbe/ photo/ deutsch","mit rechnung, voller garantie, org. verpackt","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F"
10332,"apple ipod 20 gb 20gb 5. generation farbdisplay neu","","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F"
10334,"apple ipod 20gb, 4.generation, mit viel zubehör, ovp","aus der usa , daher keine lautstärkebegrenzung","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10336,"elgato eyetv 200 - firewire videorekorder für mac os x","fernsehen, aufzeichnen, zeitversetzt ansehen. genial!","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F"
10337,"ipod der 3. generation!top zustand neuwertig!!","","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10339,"apple ipod, 20 gb, 4. generation, top-zustand+zubehört!","griffin technology air click, ipod socke, etc. !!!!!!!!","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F"
10341,"neuer ipod mini 6gb silber","","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10342,"apple ipod 20gb (photo) mit restgarantie!!","","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F"
