auct_id,gms_greater_avg,item_leaf_category_name_color_category,item_leaf_category_gigabytes,start_prive > avg,start_price_is_default,schedule_fee_flag,listing_type_code_9,listing_type_code_1,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_new,listing_title_lowercase_contains_black,listing_title_lowercase_contains_apple,_contains_gen,item_leaf_category_name_article_category_meta_category_nano,item_leaf_category_name_article_category_meta_category_mini,item_leaf_category_name_article_category_meta_category_classic,is_24_days_before_weihnachten,ipix_featured_fee_flag,gallery_fee_flag,feedback > avg,buy_it_now_listed_flag,buy_it_now > gms_avg,bold_fee_flag,start_price_LogN,qty_available_per_listing_Invers,listing_start_date_month,listing_start_date_day,listing_end_date_month,listing_end_date_day,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,days_between_weihnachten_2005_Log10,buy_it_now_price_LogN
1701,"F",7,4,"F","W","Y","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","Y",0.000000,1.000000,11,10,11,20,2.302585,2.657056,1.643453,0.000000
6267,"W",7,4,"W","F","N","W","F","W","F","F","F","W","W","F","W","F","W","N","N","F","N","F","N",5.135798,1.000000,1,18,1,18,,2.463893,,0.000000
4962,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","Y","F","N","F","Y",0.000000,1.000000,12,27,1,1,1.609438,1.361728,,0.000000
4038,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,13,12,18,1.609438,2.668386,1.041393,0.000000
4231,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","Y","F","Y","W","N",0.000000,1.000000,12,15,12,16,0.000000,2.365488,0.954243,5.293305
7816,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,2,9,2,19,2.302585,2.257679,,0.000000
290,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,3,10,13,2.302585,1.568202,1.913814,0.000000
468,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","Y","N","F","N","F","N",0.000000,1.000000,10,9,10,16,1.945910,2.079181,1.880814,0.000000
447,"F",7,4,"F","F","Y","F","W","W","F","W","F","W","F","F","W","F","F","N","N","F","N","F","N",4.127134,1.000000,10,9,10,19,2.302585,0.477121,1.880814,0.000000
1408,"W",7,4,"W","F","N","W","F","W","F","W","F","W","F","F","W","F","F","Y","Y","F","N","F","N",5.187386,1.000000,11,3,11,4,0.000000,2.176091,1.707570,0.000000
7167,"F",7,4,"F","F","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","Y","F","N",3.912023,1.000000,2,1,2,1,,1.812913,,5.010635
8079,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,2,13,2,20,1.945910,2.439333,,0.000000
3567,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,9,12,14,1.609438,1.963788,1.176091,0.000000
4959,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,27,1,1,1.609438,1.892095,,0.000000
4297,"W",7,4,"W","F","N","F","W","W","W","W","F","W","F","F","W","F","W","N","Y","W","N","F","N",5.293305,1.000000,12,16,12,23,1.945910,3.486289,0.903090,0.000000
3174,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,4,12,11,1.945910,1.204120,1.301030,0.000000
4004,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,13,12,16,1.098612,1.477121,1.041393,0.000000
4029,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","W","Y","Y","F","Y","W","Y",0.000000,1.000000,12,13,12,16,1.098612,2.033424,1.041393,5.241747
803,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,17,10,22,1.609438,2.146128,1.832509,0.000000
4156,"W",5,4,"F","W","Y","F","W","W","F","W","F","W","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,12,15,12,18,1.098612,2.494155,0.954243,0.000000
7051,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,1,30,1,31,0.000000,1.000000,,0.000000
2539,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","N","F","N","F","N",0.000000,1.000000,11,24,11,29,1.609438,2.045323,1.477121,0.000000
1452,"W",7,4,"F","W","Y","F","W","W","W","F","F","W","F","F","W","F","F","Y","Y","F","N","F","Y",0.000000,1.000000,11,4,11,9,1.609438,1.278754,1.698970,0.000000
2612,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","N","Y","F","N","F","N",0.000000,1.000000,11,25,12,2,1.945910,1.361728,1.462398,0.000000
8285,"F",7,4,"F","F","Y","F","W","W","F","F","F","W","F","F","W","F","W","Y","Y","W","Y","F","N",3.218876,1.000000,2,17,2,17,,2.918030,,4.787492
3997,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,13,12,18,1.609438,1.556303,1.041393,0.000000
239,"W",7,4,"F","W","Y","F","W","W","F","W","F","W","W","F","W","F","F","N","Y","F","Y","W","N",0.000000,1.000000,10,2,10,7,1.609438,1.732394,1.919078,5.187386
3109,"F",7,4,"F","W","Y","F","W","W","W","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,3,12,10,1.945910,1.707570,1.322219,0.000000
2307,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,11,20,11,27,1.945910,1.812913,1.531479,0.000000
6371,"W",7,4,"F","F","Y","F","W","W","F","W","F","W","F","F","W","F","W","Y","N","F","Y","W","N",4.605170,1.000000,1,19,1,21,0.693147,1.778151,,5.298317
6654,"F",7,4,"F","F","Y","F","W","W","F","W","F","W","F","F","W","F","W","Y","N","F","Y","W","N",4.605170,1.000000,1,24,1,29,1.609438,1.778151,,5.298317
2128,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","F","N","N","F","Y","W","N",0.000000,1.000000,11,17,11,17,,1.633468,1.568202,5.192957
2133,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","F","N","N","F","Y","W","N",0.000000,1.000000,11,17,11,20,1.098612,1.633468,1.568202,5.192957
2663,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","F","N","F","Y",0.000000,1.000000,11,26,12,3,1.945910,2.389166,1.447158,0.000000
1271,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,10,30,11,6,1.945910,2.840106,1.740363,0.000000
4234,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,15,12,18,1.098612,1.748188,0.954243,0.000000
5680,"W",7,4,"W","F","N","W","F","W","W","F","F","W","F","F","W","F","W","N","N","F","N","F","N",5.135798,1.000000,1,8,1,10,0.693147,2.673021,,0.000000
187,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,9,29,10,9,2.302585,1.556303,1.934498,0.000000
2090,"F",7,4,"W","F","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",5.068904,1.000000,11,16,11,23,1.945910,1.939519,1.579784,0.000000
4905,"W",7,4,"W","F","N","W","F","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",5.438079,1.000000,12,26,12,26,,2.660865,,0.000000
1688,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","Y",0.000000,1.000000,11,9,11,16,1.945910,1.623249,1.653213,0.000000
9368,"F",7,4,"W","F","N","F","W","W","F","F","F","W","F","F","W","F","W","N","Y","F","N","F","N",4.905275,1.000000,3,6,3,7,0.000000,2.255273,,0.000000
5312,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","Y","Y","F","Y","W","N",0.000000,1.000000,1,3,1,3,,1.681241,,5.135798
5722,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","Y",0.000000,1.000000,1,9,1,16,1.945910,1.995635,,0.000000
707,"W",7,4,"F","W","Y","F","W","W","F","W","F","W","F","F","W","F","F","Y","Y","F","N","F","N",0.000000,1.000000,10,16,10,23,1.945910,0.698970,1.838849,0.000000
2024,"F",7,4,"F","W","N","F","W","W","W","F","F","W","W","F","W","F","F","Y","Y","F","N","F","N",0.000000,1.000000,11,15,11,16,0.000000,1.462398,1.591065,0.000000
5976,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,1,13,1,20,1.945910,0.778151,,0.000000
8003,"F",7,4,"F","F","N","F","W","W","W","F","F","W","F","F","W","F","W","Y","N","F","N","F","Y",4.247781,1.000000,2,12,2,19,1.945910,1.690196,,0.000000
12651,"W",7,6,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,6,12,13,1.945910,2.770115,1.255273,0.000000
15390,"F",7,6,"F","F","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",2.302585,1.000000,2,23,2,26,1.098612,0.000000,,0.000000
8579,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,2,22,2,25,1.098612,0.698970,,0.000000
6041,"W",7,4,"W","F","N","F","W","W","F","F","F","W","F","F","W","F","W","N","Y","W","N","F","N",5.293305,1.000000,1,14,1,19,1.609438,3.746089,,0.000000
6289,"F",7,4,"F","F","N","F","W","W","W","F","F","W","F","F","W","F","W","Y","N","F","Y","W","N",4.867534,1.000000,1,18,1,25,1.945910,1.278754,,5.135798
565,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,11,10,14,1.098612,1.653213,1.869232,0.000000
1502,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,11,5,11,12,1.945910,1.982271,1.690196,0.000000
3775,"F",7,4,"F","W","Y","F","W","W","F","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,11,12,18,1.945910,1.812913,1.113943,0.000000
6038,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,14,1,15,0.000000,1.892095,,0.000000
7252,"F",7,4,"F","W","Y","F","W","W","F","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,2,2,2,5,1.098612,2.700704,,0.000000
236,"F",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","F","Y","N","F","N","F","N",0.000000,1.000000,10,1,10,8,1.945910,2.287802,1.924279,0.000000
6752,"W",7,4,"F","W","Y","F","W","W","F","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,26,2,5,2.302585,1.491362,,0.000000
415,"F",7,4,"F","W","Y","F","W","W","F","W","F","W","F","F","W","F","F","Y","N","W","N","F","N",0.000000,1.000000,10,8,10,15,1.945910,2.906874,1.886491,0.000000
1472,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,4,11,7,1.098612,4.244228,1.698970,0.000000
1724,"F",7,4,"W","F","N","W","F","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.068904,1.000000,11,10,11,10,,4.249712,1.643453,0.000000
1784,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,11,11,14,1.098612,4.250810,1.633468,0.000000
1781,"W",7,4,"W","F","N","W","F","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.187386,1.000000,11,11,11,14,1.098612,4.250810,1.633468,0.000000
1775,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,11,11,16,1.609438,4.250810,1.633468,0.000000
1975,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,14,11,17,1.098612,4.253726,1.602060,0.000000
1972,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,14,11,17,1.098612,4.253726,1.602060,0.000000
2022,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,15,11,18,1.098612,4.254669,1.591065,0.000000
2020,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,15,11,18,1.098612,4.254669,1.591065,0.000000
2018,"W",7,4,"W","F","N","W","F","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.187386,1.000000,11,15,11,25,2.302585,4.254669,1.591065,0.000000
2095,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,16,11,19,1.098612,4.255707,1.579784,0.000000
2149,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,17,11,20,1.098612,4.256694,1.568202,0.000000
2198,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,18,11,21,1.098612,4.257463,1.556303,0.000000
2203,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,18,11,23,1.609438,4.257463,1.556303,0.000000
2368,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,21,11,24,1.098612,4.260143,1.518514,0.000000
2446,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,22,11,25,1.098612,4.260739,1.505150,0.000000
2587,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","F","N","F","N",0.000000,1.000000,11,25,11,30,1.609438,1.361728,1.462398,0.000000
1468,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,4,11,7,1.098612,4.244178,1.698970,0.000000
1580,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,7,11,10,1.098612,4.246597,1.672098,0.000000
7013,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,1,29,2,5,1.945910,2.657056,,0.000000
9396,"F",7,4,"F","W","Y","F","W","W","W","W","F","W","F","F","W","F","W","N","Y","F","Y","F","N",0.000000,1.000000,3,8,3,9,0.000000,1.397940,,5.075174
2584,"F",7,4,"F","F","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","N",4.605170,1.000000,11,24,11,27,1.098612,0.954243,1.477121,0.000000
393,"F",7,4,"F","F","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","N",3.218876,1.000000,10,6,10,13,1.945910,0.000000,1.897627,0.000000
2787,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","F","Y","Y","F","N","F","N",0.000000,1.000000,11,28,12,8,2.302585,2.653213,1.414973,0.000000
920,"F",7,4,"F","F","N","F","W","W","W","F","F","W","F","F","W","F","F","N","N","F","N","F","N",4.477337,1.000000,10,20,10,27,1.945910,1.505150,1.812913,0.000000
883,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,19,10,20,0.000000,2.017033,1.819544,0.000000
900,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,19,10,20,0.000000,2.017033,1.819544,0.000000
893,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,19,10,20,0.000000,2.017033,1.819544,0.000000
924,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,20,10,21,0.000000,2.017033,1.812913,0.000000
970,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,21,10,22,0.000000,2.017033,1.806180,0.000000
2864,"W",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,11,29,12,6,1.945910,1.944483,1.397940,0.000000
347,"F",2,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,5,10,10,1.609438,1.146128,1.903090,0.000000
5055,"W",2,4,"F","W","Y","F","W","F","F","F","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,29,1,1,1.098612,1.698970,,0.000000
2978,"W",2,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,1,12,11,2.302585,1.681241,1.361728,0.000000
159,"W",2,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","F","N","Y","F","N","F","N",0.000000,1.000000,9,29,10,6,1.945910,1.986772,1.934498,0.000000
600,"F",2,4,"F","W","Y","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,13,10,23,2.302585,2.444045,1.857332,0.000000
689,"F",2,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.075111,1.000000,10,15,10,18,1.098612,3.825361,1.845098,0.000000
602,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.246971,1.000000,10,13,10,14,0.000000,3.823930,1.857332,0.000000
687,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.246971,1.000000,10,15,10,17,0.693147,3.825361,1.845098,0.000000
3763,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","W","N","Y","W","N","F","N",5.246971,1.000000,12,11,12,11,,3.844042,1.113943,0.000000
990,"F",4,4,"W","F","N","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","Y","W","N",5.003946,1.000000,10,21,10,24,1.098612,1.146128,1.806180,5.187386
1931,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.389072,1.000000,11,13,11,21,2.079442,2.964260,1.612784,0.000000
5215,"F",4,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","W","Y","N","F","N","F","N",0.000000,1.000000,1,1,1,8,1.945910,2.012837,,0.000000
440,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.246971,1.000000,10,8,10,9,0.000000,3.821579,1.886491,0.000000
688,"W",4,4,"W","F","N","W","F","F","F","F","F","W","F","F","W","F","F","N","Y","W","N","F","N",5.246971,1.000000,10,15,10,16,0.000000,3.825361,1.845098,0.000000
8523,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","Y","F","N",0.000000,1.000000,2,21,2,21,,1.414973,,4.787492
761,"F",7,4,"F","F","N","F","W","W","W","F","F","W","F","F","W","F","F","N","N","F","N","F","N",2.301585,1.000000,10,16,10,19,1.098612,1.491362,1.838849,0.000000
985,"F",7,4,"W","F","N","F","W","W","W","F","F","W","F","F","W","F","F","N","N","F","Y","F","N",5.010635,1.000000,10,21,10,21,,1.518514,1.806180,5.099866
5829,"F",7,4,"W","F","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","W","N","F","N",5.074861,1.000000,1,10,1,20,2.302585,3.586812,,0.000000
6419,"W",2,4,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,20,1,27,1.945910,0.778151,,0.000000
4443,"W",7,4,"F","W","Y","F","W","W","F","W","F","W","F","F","W","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,19,12,26,1.945910,1.806180,0.698970,0.000000
2421,"W",2,4,"F","W","Y","F","W","F","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,11,22,11,25,1.098612,0.301030,1.505150,0.000000
1358,"W",2,4,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,11,1,11,8,1.945910,2.352183,1.724276,0.000000
4916,"F",6,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","W","Y","N","F","Y","F","N",0.000000,1.000000,12,26,12,26,,1.897627,,5.062595
648,"F",6,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","Y",0.000000,1.000000,10,13,10,23,2.302585,0.000000,1.857332,0.000000
242,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","F","N","N","F","Y","W","N",0.000000,1.000000,10,2,10,9,1.945910,2.045323,1.919078,5.176150
6453,"W",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,1,21,1,28,1.945910,2.190332,,0.000000
7968,"F",7,4,"F","W","N","F","W","W","F","W","F","W","W","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,2,12,2,17,1.609438,2.429752,,0.000000
45,"F",4,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,9,24,10,1,1.945910,2.336460,1.959041,0.000000
241,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","Y","F","N",0.000000,1.000000,10,2,10,9,1.945910,1.623249,1.919078,4.976734
150,"F",6,4,"F","F","N","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",3.912023,1.000000,9,28,10,3,1.609438,2.041393,1.939519,0.000000
6867,"F",7,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","W","N","N","F","Y","F","N",0.000000,1.000000,1,27,1,27,,1.322219,,4.941642
1530,"F",7,4,"F","W","N","F","W","W","F","F","F","W","W","F","W","F","F","N","Y","F","Y","F","N",0.000000,1.000000,11,6,11,6,,1.924279,1.681241,5.043425
1753,"F",7,4,"F","W","Y","F","W","W","F","F","F","W","W","F","W","F","F","Y","Y","F","Y","F","N",0.000000,1.000000,11,12,11,12,,1.924279,1.623249,5.043425
4914,"W",7,4,"F","W","N","F","W","W","W","W","F","W","W","F","W","F","W","Y","Y","F","N","F","Y",0.000000,1.000000,12,26,1,2,1.945910,1.255273,,0.000000
6308,"F",3,4,"W","F","N","F","W","F","F","F","F","W","F","F","W","F","W","N","Y","F","Y","F","N",4.595120,1.000000,1,18,1,18,,1.113943,,5.003946
3971,"F",2,4,"F","F","Y","F","W","F","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",3.912023,1.000000,12,13,12,18,1.609438,2.247973,1.041393,0.000000
4308,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,16,12,23,1.945910,1.698970,0.903090,0.000000
4204,"W",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,15,12,20,1.609438,1.255273,0.954243,0.000000
6913,"F",7,4,"F","W","Y","F","W","W","W","F","F","W","F","F","W","F","W","N","N","F","N","F","Y",0.000000,1.000000,1,28,2,2,1.609438,1.832509,,0.000000
14054,"F",7,6,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,1,14,1,17,1.098612,2.773786,,0.000000
12779,"W",7,6,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,9,12,12,1.098612,2.227887,1.176091,0.000000
651,"F",2,4,"F","W","N","F","W","F","F","F","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,13,10,20,1.945910,2.139879,1.857332,0.000000
9174,"F",4,4,"F","W","Y","F","W","F","F","F","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,3,3,3,10,1.945910,1.397940,,0.000000
1111,"W",4,4,"F","F","N","F","W","F","F","F","F","W","F","F","W","F","F","N","Y","F","Y","F","N",3.806662,1.000000,10,25,11,1,1.945910,1.079181,1.778151,5.075174
1318,"W",4,4,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,31,11,3,1.098612,1.838849,1.732394,0.000000
667,"F",7,4,"F","W","Y","F","W","W","F","F","F","W","F","F","W","F","F","N","Y","F","N","F","N",0.000000,1.000000,10,14,10,21,1.945910,0.477121,1.851258,0.000000
162,"F",7,4,"F","F","Y","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","Y","W","N",3.911023,1.000000,9,29,10,9,2.302585,1.748188,1.934498,5.129899
931,"W",7,4,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","F","N","Y","F","N","F","N",0.000000,1.000000,10,20,10,30,2.302585,1.770852,1.812913,0.000000
11223,"F",7,6,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","F","N","N","F","N","F","N",0.000000,1.000000,10,30,11,6,1.945910,1.838849,1.740363,0.000000
6179,"F",7,4,"F","W","N","F","W","W","W","F","F","W","F","F","W","F","W","N","Y","F","N","F","Y",0.000000,1.000000,1,16,1,23,1.945910,1.623249,,0.000000
6119,"F",7,4,"F","W","N","F","W","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,1,15,1,22,1.945910,2.082785,,0.000000
402,"F",7,4,"F","W","N","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","N",0.000000,1.000000,10,6,10,9,1.098612,2.181844,1.897627,0.000000
8898,"F",7,4,"F","W","Y","F","W","W","W","F","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,2,28,3,5,1.609438,1.397940,,0.000000
279,"F",7,4,"F","W","Y","F","W","W","F","F","F","W","F","F","W","F","F","Y","Y","F","N","F","N",0.000000,1.000000,10,3,10,10,1.945910,1.146128,1.913814,0.000000
3781,"W",7,4,"F","W","N","F","W","W","F","W","F","W","F","F","W","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,11,12,18,1.945910,1.982271,1.113943,0.000000
4117,"W",7,4,"W","F","N","W","F","W","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",5.241747,1.000000,12,14,12,14,,1.748188,1.000000,0.000000
13480,"W",7,6,"F","W","Y","F","W","F","W","W","F","W","F","F","W","F","W","N","N","F","N","F","N",0.000000,1.000000,12,28,1,7,2.302585,0.000000,,0.000000
1152,"W",7,4,"W","F","N","F","W","W","W","W","F","W","F","F","W","F","F","Y","N","F","N","F","N",5.010635,1.000000,10,26,11,5,2.302585,1.944483,1.770852,0.000000
