auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg,listing_start_date_date,listing_start_date_in_weeks,listing_start_date_month,listing_start_date_day,listing_start_date_year,item_leaf_category_name_article_category,item_leaf_category_name_color_category,_article_meta_mini,_article_meta_nano,_article_meta_classic,_article_40,_article_30,_article_20,_article_4,_article_2,item_leaf_category_name_color_category_Blau_flag,item_leaf_category_name_color_category_Gold_flag,item_leaf_category_name_color_category_Grün_flag,item_leaf_category_name_color_category_Pink_flag,item_leaf_category_name_color_category_Silber_flag,item_leaf_category_name_color_category_Sonsti_flag,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag,Partition
5730,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini / 4GB / blau /Rechnung/Garantie/Neu/OVP","",1,1,125,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,203.660000,167.977000,1,2006-01-09,5532.000000,1,9,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","W","F","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
5655,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini / 4GB / Pink /Rechnung/Garantie/Neu/OVP","",1,1,125,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,211.420000,167.977000,1,2006-01-08,5531.857143,1,8,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
5720,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini / 4GB / Pink /Rechnung/Garantie/Neu/OVP","",1,1,125,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,218.000000,167.977000,1,2006-01-09,5532.000000,1,9,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
5739,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini / 4GB / Pink /Rechnung/Garantie/Neu/OVP","",1,1,125,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,219.510000,167.977000,1,2006-01-09,5532.000000,1,9,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
225,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 2","2. Generation Silber Nagelneu",3,1,42,99.000000,170.000000,"Y","N","N","N","N","Y","N","N","N",1,160.000000,167.977000,0,2005-10-01,5517.714286,10,1,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
15767,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 2te Generation OVP + DockingStation","3 Monate alt,  silber, + Docking Station",2,1,28,1.000000,160.000000,"Y","Y","N","Y","N","Y","N","Y","N",1,160.000000,167.977000,0,2006-03-12,5540.857143,3,12,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","1_Training"
3633,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 4 GB","",1,1,29,60.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,156.000000,167.977000,0,2005-12-10,5527.714286,12,10,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
3840,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 4 GB","",7,1,347,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,147.000000,167.977000,0,2005-12-11,5527.857143,12,11,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1558,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","APPLE iPod Mini 4 GB","",7,1,61,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,143.000000,167.977000,0,2005-11-06,5522.857143,11,6,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
9348,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple ipod Mini 4 GB  Silber  wie Neu","",3,1,1,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,151.000000,167.977000,0,2006-03-06,5540.000000,3,6,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
5103,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB  silber, 2. Gen. Top MP3 Player","",3,1,20,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,201.500000,167.977000,1,2005-12-29,5530.428571,12,29,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
4397,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB - silber - mit Tasche & Dock - OVP","",3,1,286,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,171.000000,167.977000,1,2005-12-17,5528.714286,12,17,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","1_Training"
503,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB - Silber - NEU - Ungeöffnet - OVP","",1,1,1326,1.000000,166.000000,"Y","N","N","Y","N","N","N","N","N",1,165.500000,167.977000,0,2005-10-09,5518.857143,10,9,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
8069,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB - silber - OVP - noch Restgarantie","",0,9,80,150.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,150.000000,167.977000,0,2006-02-13,5537.000000,2,13,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
9412,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","APPLE iPOD MINI 4 GB - SILBER - WIE NEU","",7,1,780,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,164.000000,167.977000,0,2006-03-07,5540.142857,3,7,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
5546,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB - silber/silver NEU/OVP","",7,1,3,150.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,232.000000,167.977000,1,2006-01-07,5531.714286,1,7,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
9295,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 4 GB (4GB)  silber pink blau","",0,9,40,180.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,180.000000,167.977000,1,2006-03-05,5539.857143,3,5,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","W","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
9855,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 4 GB (4GB)  silber pink blau","",3,9,40,180.000000,0.000000,"N","N","N","Y","N","N","N","N","N",5,170.000000,167.977000,1,2006-03-14,5541.142857,3,14,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","W","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
9914,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod Mini 4 GB (4GB)  silber pink blau","",3,9,40,180.000000,0.000000,"N","N","N","Y","N","N","N","N","N",5,173.330000,167.977000,1,2006-03-15,5541.285714,3,15,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","W","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
5519,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod MINI 4 GB (NEUWERTIG/RESTGARANTIE)","",1,1,99,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,186.200000,167.977000,1,2006-01-07,5531.714286,1,7,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
6527,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod MINI 4 GB (NEUWERTIG/RESTGARANTIE)","silber",7,1,170,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,156.000000,167.977000,0,2006-01-22,5533.857143,1,22,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
7168,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod MINI 4 GB (NEUWERTIG/RESTGARANTIE)","silber",7,1,171,1.000000,172.000000,"Y","N","N","N","N","N","N","Y","N",1,165.890000,167.977000,0,2006-02-01,5535.285714,2,1,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
65,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod mini 4 gb *Neu* & #OVP# 2 Jahre Garantie","",7,1,178,1.000000,165.000000,"Y","N","N","N","N","N","N","N","N",1,169.000000,167.977000,1,2005-09-25,5516.857143,9,25,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
9388,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","APPLE IPOD MINI 4 GB / SILBER / ANSEHN !!!","",7,1,178,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,144.010000,167.977000,0,2006-03-06,5540.000000,3,6,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
634,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB / silber / Top-Zustand / Garantie","",0,1,100,1.000000,150.000000,"Y","N","N","Y","N","Y","N","Y","N",1,150.000000,167.977000,0,2005-10-16,5519.857143,10,16,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","1_Training"
1,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB 2. Gen. 2005 silber blau pink grün","",132,7,2182,195.000000,0.000000,"N","N","N","Y","N","N","N","N","N",48,195.000000,167.977000,1,2005-06-24,5503.571429,6,24,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","W","F","W","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1447,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB 2. Gen. 2005 silber silver Deutsch","",10,9,3836,195.000000,0.000000,"N","N","N","Y","N","N","N","N","N",4,195.000000,167.977000,1,2005-11-03,5522.428571,11,3,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
6930,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB 2.Generation silber","",7,1,3,1.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,160.000000,167.977000,0,2006-01-28,5534.714286,1,28,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
2763,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB HDD Silber OVP und Ungeöffnet NEU","",7,1,84,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,193.000000,167.977000,1,2005-11-27,5525.857143,11,27,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
7531,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB in Silber + iTrip + Dock +Tasche +","PowerPod + Netzteil und und und !!!!!!!!!!!!!!!!!!!!!!!",7,1,391,1.000000,249.000000,"Y","N","N","Y","N","N","N","N","N",1,181.000000,167.977000,1,2006-02-05,5535.857143,2,5,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","1_Training"
5727,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB incl. Zubehör","",7,1,31,150.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,163.000000,167.977000,0,2006-01-09,5532.000000,1,9,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
720,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB Mac/Win MP3 Player + Zubehör *NEU*","",7,1,46,1.000000,0.000000,"N","N","N","Y","N","Y","N","Y","N",1,150.000000,167.977000,0,2005-10-16,5519.857143,10,16,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
3628,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 Gb mit Garantie und Rechnung","",0,9,191,148.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,148.000000,167.977000,0,2005-12-10,5527.714286,12,10,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","1_Training"
8365,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB Mp3-Player","",7,1,0,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,186.530000,167.977000,1,2006-02-18,5537.714286,2,18,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1559,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple IPod Mini 4 GB NEU&OVP","",5,1,40,1.000000,0.000000,"N","Y","N","N","N","Y","N","Y","N",1,174.500000,167.977000,1,2005-11-08,5523.142857,11,8,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
9558,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple ipod mini 4 GB originalv. Fernbedienung in Silber","",3,1,253,1.000000,169.000000,"Y","N","N","Y","N","N","N","N","N",1,151.000000,167.977000,0,2006-03-09,5540.428571,3,9,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","1_Training"
1035,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB Silber","",1,1,149,195.000000,199.000000,"Y","N","N","N","N","N","N","N","N",1,199.000000,167.977000,1,2005-10-23,5520.857143,10,23,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
6735,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple Ipod mini 4 GB silber","",3,1,319,1.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,153.000000,167.977000,0,2006-01-25,5534.285714,1,25,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
3229,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB Silber  - nur 3 Wochen gespielt","",7,1,22,1.000000,0.000000,"N","N","N","Y","N","Y","N","N","N",1,186.000000,167.977000,1,2005-12-04,5526.857143,12,4,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
3983,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB Silber  ( auf Wunsch vollbespielt)","",3,1,119,1.000000,0.000000,"N","N","N","Y","N","N","N","N","N",1,171.010000,167.977000,1,2005-12-13,5528.142857,12,13,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1639,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPOD mini 4 GB silber - NEU","",10,1,6,1.000000,0.000000,"N","Y","N","Y","N","N","N","N","N",1,172.000000,167.977000,1,2005-11-08,5523.142857,11,8,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1737,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB silber - NEU - OVP - GARANTIE","",1,9,162,179.000000,0.000000,"N","N","N","N","N","N","N","N","N",1,179.000000,167.977000,1,2005-11-10,5523.428571,11,10,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","W","W","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","1_Training"
7498,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB Silber - NEU & OVP TOP SCHNÄPPCHEN","",5,1,304,1.990000,0.000000,"N","N","N","Y","N","Y","N","N","N",1,216.000000,167.977000,1,2006-02-05,5535.857143,2,5,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
364,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","apple iPod mini 4 GB silber - Neu + OVP","",10,1,84,135.000000,168.000000,"Y","N","N","N","N","N","N","N","N",1,189.000000,167.977000,1,2005-10-05,5518.285714,10,5,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
8248,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod Mini 4 GB Silber - TOP ZUSTAND wie Neu!","",7,1,101,1.000000,0.000000,"N","N","N","Y","N","Y","N","Y","N",1,150.000000,167.977000,0,2006-02-17,5537.571429,2,17,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
7283,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB silber (neu, ovp, noch versiegelt)","",7,1,24,1.000000,0.000000,"N","N","N","N","N","N","N","Y","N",1,193.000000,167.977000,1,2006-02-03,5535.571429,2,3,2006,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
954,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple IPod mini 4 GB silber **neuwertig** in OVP FM Tra","",7,1,46,10.000000,0.000000,"N","N","N","N","N","Y","N","N","N",1,152.000000,167.977000,0,2005-10-20,5520.428571,10,20,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1280,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","apple ipod mini 4 GB silber *wie neu* i-pod mp3-Player","",3,1,105,1.000000,0.000000,"N","Y","N","Y","N","N","N","Y","N",1,180.000000,167.977000,1,2005-10-30,5521.857143,10,30,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1063,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB silber / silver","",7,1,43,1.000000,0.000000,"N","N","N","N","N","N","Y","N","N",1,200.000000,167.977000,1,2005-10-23,5520.857143,10,23,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
1315,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple iPod mini 4 GB silber + extra Zubehör","",7,1,62,1.000000,0.000000,"N","Y","N","Y","N","N","Y","Y","N",1,170.700000,167.977000,1,2005-10-31,5522.000000,10,31,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
213,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple ipod mini 4 GB Silber + TOP ZUBEHÖR","",3,1,35,1.000000,145.000000,"Y","N","N","Y","N","N","N","Y","N",1,141.000000,167.977000,0,2005-10-01,5517.714286,10,1,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","1_Training"
2720,"Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber","Apple ipod Mini 4 GB Silber +OVP","",1,1,793,99.000000,149.000000,"Y","N","N","Y","N","N","N","N","N",1,172.510000,167.977000,1,2005-11-27,5525.857143,11,27,2005,"iPod Mini 4 GB","Silber","W","F","F","F","F","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","1_Training"
